rainfall_mm,duration_hr,wind_speed_kmph,humidity_pct,temperature_c,pressure_hpa,antecedent_rain_3d_mm,elevation_m,slope_pct,drainage_vulnerability,imperviousness,soil_infiltration,city,area,latent_score,risk_class
34.2,16.8,23.0,63.8,24.4,1013.3,14.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,25.541,1
188.1,6.0,33.2,82.4,24.4,1002.9,6.9,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
75.0,8.1,21.3,64.0,24.1,1008.9,1.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,54.515,1
104.2,5.7,9.9,69.2,24.1,1005.7,12.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,131.286,2
52.8,32.2,11.0,64.8,29.7,1012.3,15.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,9.623,0
371.3,18.7,21.8,100.0,20.7,1004.6,17.1,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,238.489,2
62.4,19.9,0.0,66.9,27.6,1003.4,7.1,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,13.671,0
28.7,13.2,27.6,63.6,27.6,1003.0,25.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,25.794,1
10.8,27.1,24.0,69.5,36.7,1007.2,272.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,4.583,0
5.6,9.9,20.1,63.3,25.3,1013.0,16.9,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,2.181,0
56.3,4.8,38.8,60.7,28.5,1012.9,4.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,104.664,2
232.0,17.8,29.6,73.9,22.6,1003.3,5.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,134.658,2
15.1,9.0,22.9,69.0,25.7,1011.7,5.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,4.228,0
177.9,17.2,26.5,83.4,23.9,1003.1,23.3,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,62.803,1
22.2,2.1,11.5,72.2,29.3,1010.4,13.5,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,52.12,1
4.2,15.2,10.4,68.4,29.5,1012.2,16.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,1.191,0
165.4,9.4,37.2,78.2,22.4,1007.8,3.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,189.191,2
21.2,11.2,10.8,61.2,30.8,1013.2,4.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,9.778,0
10.2,7.7,43.1,64.5,28.6,1016.1,185.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,7.092,0
284.9,6.2,24.6,73.0,17.9,1002.3,10.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
71.0,10.2,27.1,79.2,26.0,1014.9,24.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,38.466,1
111.0,4.2,32.7,75.9,28.8,1011.7,37.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
47.8,3.3,12.4,76.3,25.9,1011.6,1.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,118.188,2
372.9,8.1,20.4,100.0,20.5,1005.0,17.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,250.0,2
10.4,12.9,31.2,52.7,27.7,1006.4,2.0,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,3.316,0
108.4,7.8,18.3,87.4,29.2,1007.1,41.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,108.689,2
93.0,5.0,1.2,70.2,25.0,1009.9,17.5,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
16.2,3.4,28.5,61.8,24.0,1009.4,7.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,29.931,1
372.8,6.6,11.8,95.6,26.0,997.9,19.0,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
287.6,4.3,0.0,77.4,22.8,1003.6,5.5,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,250.0,2
13.4,5.5,12.4,51.1,28.7,1010.0,9.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,16.779,1
8.2,5.7,19.1,58.1,31.3,1009.5,22.4,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,4.59,0
12.1,15.9,27.8,67.5,34.5,1011.0,5.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,3.497,0
6.3,33.7,37.2,68.6,29.0,1012.2,2.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.547,0
105.6,34.9,34.4,82.3,27.5,1010.1,14.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,21.377,1
10.1,13.6,10.1,83.0,27.3,1009.7,49.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,3.346,0
25.0,27.3,26.8,76.7,33.3,1010.4,26.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,5.771,0
8.5,7.9,14.7,55.8,29.0,1011.1,36.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,4.696,0
93.9,21.5,11.4,72.1,23.2,1011.1,5.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,32.956,1
92.0,6.2,8.6,86.1,25.1,1007.3,14.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,126.298,2
400.0,7.4,22.0,100.0,20.7,1004.6,9.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
76.3,1.6,40.1,75.9,29.0,1009.0,55.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
105.5,5.7,37.5,77.5,24.5,1005.5,4.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,195.177,2
92.4,5.2,7.9,78.0,30.5,1009.6,6.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,184.721,2
2.2,7.5,12.3,64.3,26.8,1008.7,34.3,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,1.003,0
18.5,33.7,12.3,43.4,28.1,1015.5,1.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,1.836,0
61.9,10.5,24.0,60.9,26.5,1003.8,4.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,43.593,1
221.1,9.0,3.8,86.6,26.2,1005.5,31.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,207.257,2
76.0,10.1,47.0,94.2,24.8,1010.5,172.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,51.369,1
50.9,21.5,29.9,60.2,25.6,1007.5,3.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,7.889,0
25.2,5.4,11.8,63.6,29.7,1012.1,222.9,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,40.598,1
270.6,4.6,21.8,100.0,27.4,1005.9,7.9,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
13.5,5.6,1.9,67.7,28.2,1013.3,113.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,17.135,1
16.4,13.0,23.1,57.9,27.4,1008.3,12.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.381,0
24.8,5.5,14.2,68.5,33.1,1011.7,28.9,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,37.643,1
54.4,8.1,8.6,66.5,26.1,1011.9,11.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,34.842,1
74.4,2.2,1.3,61.6,27.9,1006.9,1.1,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
69.1,3.1,44.1,69.6,33.0,1003.6,26.3,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
400.0,4.0,28.8,100.0,23.0,998.4,29.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
89.6,8.4,4.9,71.9,25.6,1006.3,13.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,75.636,1
42.8,5.0,21.2,64.4,24.6,1009.1,22.3,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,30.354,1
262.9,8.0,19.2,96.9,19.1,1006.4,3.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
49.2,8.1,13.6,71.0,31.8,1010.5,14.2,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,35.424,1
321.2,6.1,20.7,73.7,25.9,1003.7,24.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,250.0,2
3.6,9.0,31.1,74.6,33.3,1015.3,168.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,3.819,0
64.5,9.7,10.1,59.1,26.4,1015.5,8.9,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,69.764,1
99.8,4.2,30.4,76.6,28.4,1005.7,11.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,181.691,2
7.1,3.4,4.7,70.5,29.3,1004.3,7.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,12.396,0
5.5,6.7,6.9,51.4,28.2,1004.1,12.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,3.063,0
85.3,4.1,10.4,64.0,25.1,1009.2,16.9,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,150.649,2
14.2,9.3,34.0,47.7,29.4,1012.2,12.2,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,7.925,0
364.3,10.6,21.3,100.0,20.2,1002.8,7.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,211.322,2
7.0,15.4,15.9,73.1,25.4,1003.0,4.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,1.644,0
400.0,6.6,26.9,100.0,19.6,1000.3,6.7,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
8.2,3.2,36.4,62.9,24.2,1009.6,4.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,11.004,0
16.6,13.8,30.1,63.5,28.5,1015.2,33.3,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,10.259,0
30.0,12.5,20.3,67.3,27.8,1008.4,6.1,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,20.997,1
16.1,12.2,31.9,53.5,31.1,1014.4,15.9,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,7.01,0
78.7,3.6,59.0,78.3,29.3,1011.8,41.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,169.611,2
400.0,7.6,21.9,100.0,15.0,1002.6,4.5,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,250.0,2
7.3,18.9,24.9,83.7,34.1,1007.1,15.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,2.001,0
139.3,8.5,20.7,84.3,30.3,1004.6,39.0,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,225.688,2
27.3,12.4,26.0,57.7,31.8,1009.7,8.6,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,17.888,1
260.0,3.3,22.8,80.0,21.3,1006.6,12.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,250.0,2
400.0,7.3,38.7,99.7,21.9,1004.3,23.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
100.9,7.5,21.7,72.0,23.9,1010.1,2.9,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,78.166,2
100.4,5.5,23.9,64.1,28.0,1004.2,4.3,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,192.632,2
24.9,1.7,30.8,69.9,25.8,1012.7,9.7,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,118.45,2
59.3,1.8,19.6,66.3,32.3,1008.0,3.7,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
25.4,5.4,35.9,72.8,30.0,1009.8,75.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,58.274,1
109.5,5.7,33.0,74.2,27.8,1007.8,66.6,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,125.722,2
10.6,13.6,16.8,49.9,33.4,1006.4,17.8,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,2.8,0
29.6,7.7,21.3,65.7,29.6,1013.2,10.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,32.832,1
192.3,7.8,16.5,73.7,24.8,1001.2,14.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
75.8,6.7,39.2,67.2,27.1,1003.7,3.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,45.559,1
87.9,9.2,25.2,73.5,26.3,1005.8,6.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,37.15,1
112.0,12.3,21.8,72.7,31.4,1002.7,30.8,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,113.038,2
79.8,4.7,35.4,55.1,32.0,1010.9,1.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,173.515,2
83.1,15.6,9.9,75.9,32.3,1009.7,14.1,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,40.097,1
75.1,3.0,29.7,72.9,28.7,1009.8,6.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
67.3,3.3,33.4,75.7,32.9,1002.8,32.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,221.335,2
4.5,11.6,16.2,65.1,27.6,1012.8,63.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,1.345,0
118.6,32.3,19.2,57.7,22.4,1009.9,10.9,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,28.356,1
5.1,16.8,15.8,63.0,28.4,1010.0,38.4,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,1.55,0
36.2,12.4,38.8,63.7,30.4,1009.8,10.0,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,25.74,1
236.8,10.7,22.2,61.0,27.9,1001.9,2.8,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,208.919,2
71.5,3.0,24.4,89.8,32.2,1008.4,3.6,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,188.367,2
82.6,5.6,39.8,60.9,26.0,1010.8,16.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,64.351,1
30.2,7.0,54.5,56.8,34.4,1013.3,17.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,53.674,1
101.8,9.2,7.3,68.8,20.2,1004.9,90.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,196.342,2
73.2,7.1,27.8,74.1,30.5,1007.7,24.3,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,60.116,2
109.1,9.7,32.1,64.2,21.8,1010.6,12.3,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,90.861,2
105.3,10.5,24.3,73.7,30.5,1010.1,15.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,172.102,2
9.8,20.8,26.7,65.6,31.5,1014.0,25.6,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,2.693,0
75.4,7.1,37.2,71.6,24.6,1012.4,26.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,93.692,2
20.9,20.9,2.6,53.8,28.0,1013.4,11.1,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,3.876,0
111.8,5.3,21.4,85.2,25.4,1007.8,6.6,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
6.5,17.9,35.2,67.9,31.4,1007.3,28.2,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,2.389,0
371.8,6.3,20.9,85.3,16.6,1007.8,13.9,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
400.0,32.3,37.3,100.0,15.0,1001.9,4.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,117.171,2
101.6,8.2,24.2,75.5,23.5,1010.4,24.7,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,220.397,2
61.8,12.3,18.7,68.3,25.0,1012.5,3.4,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,29.261,1
390.7,4.5,8.0,96.8,19.2,1001.5,6.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
107.0,16.5,22.3,68.2,28.9,1001.3,29.7,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,53.305,1
251.9,8.8,5.8,88.3,21.4,1003.3,4.7,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,161.741,2
381.9,11.3,33.8,85.7,19.8,1003.3,1.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,207.814,2
26.5,7.4,13.4,56.8,29.5,1016.1,5.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,18.902,1
286.7,9.5,22.4,97.0,24.8,997.9,16.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
400.0,17.5,23.2,80.0,15.9,1006.8,10.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,200.678,2
95.1,12.8,3.4,77.8,31.1,1007.8,16.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,40.99,1
1.6,8.1,30.3,61.0,29.8,1007.9,40.2,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,1.264,0
238.8,36.7,30.3,81.3,24.5,1001.5,8.1,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,47.663,1
15.2,9.5,27.2,70.9,36.3,1008.9,15.9,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,6.114,0
12.1,12.5,30.8,75.5,29.1,1009.1,3.0,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,4.967,0
194.5,11.9,19.3,80.5,25.6,1005.3,25.8,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,78.565,2
3.1,6.9,29.0,60.3,29.4,1013.3,108.4,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,3.763,0
17.4,15.8,37.9,65.4,28.9,1008.4,29.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.58,0
17.0,2.1,15.5,79.8,27.9,1004.8,19.5,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,41.975,1
400.0,9.5,8.6,83.3,17.7,1002.4,16.0,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
0.5,6.6,24.4,66.0,30.9,1012.4,32.6,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,0.863,0
131.8,9.6,30.8,57.5,32.7,1005.2,90.2,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,184.263,2
377.1,8.6,26.6,94.4,23.5,1001.7,10.2,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,250.0,2
150.5,3.6,21.7,90.1,32.2,1007.0,6.2,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
7.6,17.4,0.0,71.6,29.0,1013.9,17.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,1.639,0
374.5,23.8,9.8,88.7,21.1,1003.3,12.8,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,181.17,2
225.1,12.2,8.4,80.7,25.4,1004.5,15.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,138.164,2
59.5,6.4,0.0,66.0,30.3,1010.1,4.8,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,75.731,2
13.1,8.2,16.1,60.7,28.6,1009.9,10.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,3.749,0
105.0,8.5,11.2,62.8,30.2,1004.1,43.6,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,80.277,2
373.1,38.0,33.2,100.0,20.6,1004.7,39.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,53.698,1
38.3,20.3,23.0,62.0,29.2,1004.2,9.6,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,11.569,0
39.3,1.3,15.2,77.5,27.3,1005.7,28.2,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,246.75,2
1.6,6.3,26.6,66.6,31.0,1014.7,4.5,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,1.393,0
390.5,7.3,31.4,100.0,17.5,1003.0,58.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,250.0,2
13.3,7.7,25.2,62.8,29.3,1008.8,5.9,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,4.329,0
345.8,3.1,56.9,100.0,23.1,1000.0,51.2,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,250.0,2
91.3,4.0,20.3,53.4,29.4,1008.8,17.6,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,205.849,2
50.8,33.8,13.4,59.8,28.4,1014.5,6.7,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,7.576,0
383.6,19.6,17.8,98.0,19.9,1007.6,0.9,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,159.281,2
184.6,7.7,31.4,79.3,24.6,1004.8,27.6,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
340.8,7.4,5.1,82.2,16.9,1003.9,35.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
25.4,8.7,15.9,54.7,32.9,1011.6,40.6,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,12.076,0
84.3,1.3,35.2,72.5,33.1,1003.6,14.0,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,250.0,2
252.0,11.8,0.0,93.3,25.4,1005.8,56.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
11.9,12.2,28.0,59.6,29.7,1009.0,16.9,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,4.898,0
57.2,7.9,13.2,74.5,24.2,1011.2,13.4,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,74.797,1
12.9,11.2,16.8,58.9,25.8,1009.2,3.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,2.783,0
202.5,3.4,21.8,73.9,29.0,1005.0,16.8,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
59.7,16.0,18.5,54.0,29.9,1016.5,20.9,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,18.767,1
50.0,3.9,19.8,56.0,27.0,1013.4,17.2,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,146.041,2
2.8,2.7,28.3,62.6,34.5,1008.8,13.8,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,3.283,0
135.2,3.0,4.9,62.0,33.7,1010.6,22.0,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
145.5,4.9,17.8,84.5,22.2,1007.3,43.0,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,250.0,2
4.7,12.3,13.5,53.8,29.5,1011.1,1.1,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,1.424,0
77.8,3.9,17.5,58.3,30.7,1005.7,1.1,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,141.889,2
389.6,9.9,19.2,94.2,20.1,1004.1,1.7,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,250.0,2
176.0,2.0,20.8,73.3,29.4,1005.3,106.7,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
63.3,7.7,23.4,73.9,27.9,1010.0,7.5,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,125.461,2
47.1,8.6,22.8,61.6,25.4,1009.5,47.4,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,39.018,1
299.4,3.8,8.7,89.1,25.7,1003.6,11.4,10.0,0.4,0.88,0.7,0.25,Chennai,Mudichur,250.0,2
145.8,15.5,32.0,75.5,28.5,1003.6,27.9,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,86.306,2
45.1,20.9,33.6,65.5,26.9,1011.7,24.4,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,7.271,0
253.9,8.3,19.4,85.8,19.9,1004.2,2.3,398.0,0.8,0.86,0.8,0.22,Coimbatore,Ukkadam,250.0,2
119.8,19.5,12.1,85.9,34.1,1008.1,13.0,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,23.542,1
48.5,18.2,41.4,82.0,24.8,1007.5,24.8,402.0,0.9,0.8,0.78,0.25,Coimbatore,Singanallur,15.092,0
104.3,4.7,28.7,83.8,32.3,1004.7,12.2,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,173.606,2
81.9,7.0,35.4,74.9,33.0,1011.5,0.7,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,73.151,2
67.7,6.5,38.6,56.8,28.3,1010.2,8.4,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,63.303,1
49.0,3.4,12.1,71.4,29.8,1009.6,2.3,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,92.07,2
120.5,11.9,9.0,72.8,26.1,1013.1,9.3,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,177.399,2
7.8,18.4,34.4,58.2,34.3,1011.6,39.6,5.0,0.2,0.85,0.72,0.3,Chennai,Pallikaranai,4.313,0
18.2,12.1,19.3,49.1,23.3,1006.4,6.7,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,7.674,0
26.5,4.0,28.1,67.4,25.0,1005.7,8.1,305.0,1.3,0.62,0.6,0.42,Tirupur,Veerapandi,21.392,1
22.3,7.4,26.7,48.2,28.5,1011.9,7.5,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,15.477,0
70.7,7.1,9.1,73.8,26.9,1010.4,18.0,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,51.641,1
108.3,1.9,18.6,66.1,29.0,1005.7,1.7,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
67.6,13.1,14.2,71.9,28.5,1003.1,16.7,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,26.796,1
97.2,5.5,40.2,56.6,27.4,1008.1,0.9,292.0,0.5,0.88,0.55,0.38,Tirupur,Noyyal Riverside,184.653,2
319.0,11.1,13.8,77.1,17.0,1002.2,3.2,6.0,0.3,0.92,0.88,0.15,Chennai,Velachery,250.0,2
20.1,5.6,11.5,60.0,31.1,1011.8,5.6,411.0,1.2,0.78,0.85,0.28,Coimbatore,Peelamedu,14.063,0
12.5,11.4,48.3,59.9,32.5,1014.0,11.0,165.0,0.5,0.75,0.45,0.45,Erode,Bhavani Riverside,4.801,0
18.3,42.2,29.6,75.1,28.9,1007.3,77.6,175.0,0.9,0.7,0.72,0.35,Erode,Kasipalayam,3.003,0
2.4,7.6,24.9,71.5,34.4,1010.0,5.4,300.0,1.0,0.74,0.86,0.25,Tirupur,Avinashi Road,1.357,0
355.1,1.4,32.2,98.0,27.0,1002.6,32.4,171.0,0.7,0.82,0.8,0.3,Erode,ABD Road,250.0,2
